499.674	499.599	499.616	499.6	499.672	499.623	499.722	499.737	499.614	499.682	499.68	499.656	499.622	499.63	499.704	499.759	499.678	499.706	499.617	499.578	499.603	499.571	499.593	499.407	499.581	499.653	499.743	499.649	499.586	499.626	499.629	499.783	 	 1	0	0	
0.0497689	0.0464863	0.0161132	0.00555833	0.0115066	0.00965168	0.0307644	0.0743288	0.0149013	0.0225651	0.0220763	0.0079926	0.010488	0.0136883	0.0312279	0.0629751	0.0457269	0.0280565	0.0160246	0.00319211	0.00235307	0.00524927	0.0064329	0.00923989	0.0113425	0.0176459	0.0280679	0.022217	0.0530525	0.0092081	0.0300844	0.0930091	 	 1	0	0	
0.0967866	0.0896492	0.0381438	0.0103497	0.00742555	0.00991069	0.0118129	0.0227607	0.00946538	0.0116708	0.0107901	0.00941961	0.0246574	0.053256	0.0948015	0.100981	0.11649	0.0616703	0.0326557	0.00583322	0.00200704	0.00335647	0.00426671	0.00573519	0.00461386	0.0110261	0.0153362	0.0259662	0.0782631	0.0257347	0.0797768	0.0816968	 	 1	0	0	
0.0833398	0.0745226	0.0292094	0.00860122	0.00741949	0.0121917	0.0191432	0.119531	0.0170137	0.0105791	0.0140007	0.0106549	0.0178632	0.0234816	0.0333079	0.0376053	0.0498227	0.0191648	0.0109932	0.00277667	0.00244937	0.00524258	0.00612999	0.0663682	0.0494861	0.0268697	0.0278683	0.0330202	0.0799319	0.0187752	0.0561383	0.0751778	 	 1	0	0	
0.0260204	0.0388776	0.00762033	0.00215249	0.00217503	0.00268263	0.00396736	0.008258	0.00681511	0.0128154	0.0134009	0.00656043	0.0110017	0.0156866	0.0291948	0.0248492	0.0197052	0.0150103	0.0101228	0.00173062	0.000980436	0.00182638	0.00274121	0.00593036	0.00554526	0.0112685	0.0186563	0.0233424	0.0546168	0.0100754	0.0277398	0.0325678	 	 1	0	0	
0.0224927	0.0393755	0.00661493	0.00226512	0.0025529	0.0030381	0.00431321	0.0125156	0.0144783	0.0195761	0.0239947	0.0138982	0.0183935	0.0267106	0.0322335	0.0153328	0.0145373	0.011016	0.00639432	0.0017272	0.00146166	0.00329926	0.00510159	0.0229535	0.00901249	0.0146833	0.0155641	0.0237411	0.0651497	0.0147384	0.0343204	0.0186349	 	 1	0	0	
0.0805598	0.078225	0.0384613	0.0103487	0.00811898	0.0141009	0.0208411	0.124926	0.0287305	0.0311204	0.026694	0.0171684	0.0358363	0.0643869	0.0749502	0.109534	0.0836078	0.0428541	0.0254908	0.00622875	0.00403183	0.00678764	0.00874739	0.0154616	0.00624357	0.00836965	0.011133	0.0215825	0.0623568	0.0171101	0.0600635	0.0876056	 	 1	0	0	
0.176919	0.176708	0.0603613	0.0425793	0.0272043	0.0452572	0.0512704	0.0892493	0.0358845	0.0450701	0.0516356	0.034619	0.0933418	0.104727	0.134172	0.420422	0.285171	0.13045	0.0741502	0.0192562	0.0149071	0.0286971	0.0337904	0.0750565	0.0415362	0.0521201	0.0628271	0.0782967	0.193623	0.0610411	0.173767	0.18704	 	 1	0	0	
0.0302438	0.0461036	0.0125615	0.00489343	0.00492205	0.00635402	0.00836846	0.0377351	0.0151999	0.0299828	0.0307562	0.0122093	0.0134946	0.0215812	0.0349331	0.0161609	0.0215312	0.0142306	0.00916759	0.00327031	0.00283774	0.00568408	0.00626698	0.0181511	0.0161229	0.0380876	0.0288011	0.0291167	0.0677324	0.0121713	0.0337719	0.0278032	 	 1	0	0	
0.0148937	0.0347743	0.00339301	0.000910439	0.00135388	0.00164721	0.00420344	0.00799798	0.0112279	0.0196449	0.0194827	0.010521	0.0149099	0.0187626	0.0240863	0.00808061	0.0060089	0.00530844	0.00417294	0.00122945	0.000894809	0.00220958	0.00373872	0.0450075	0.0109838	0.0107514	0.00786875	0.0195603	0.0529154	0.00722648	0.0109723	0.0105857	 	 1	0	0	
0.0327871	0.0508558	0.0156413	0.00468717	0.00540844	0.0110163	0.016207	0.0230548	0.0182953	0.0303851	0.0307354	0.0173055	0.0212745	0.0309398	0.0438856	0.0399733	0.0440343	0.021374	0.0132782	0.003427	0.00248111	0.00536704	0.00786823	0.0147633	0.0159144	0.0338339	0.0311003	0.0348861	0.071149	0.014278	0.0399492	0.0252342	 	 1	0	0	
0.127051	0.0940661	0.044721	0.0110697	0.00782522	0.0121458	0.0129172	0.0304645	0.0160674	0.0238368	0.0243996	0.0122519	0.0245652	0.0457676	0.0669408	0.109243	0.135534	0.0691306	0.0413527	0.00972059	0.0061641	0.00954829	0.00907088	0.0363461	0.0119981	0.0125039	0.0151181	0.0276851	0.0924676	0.0390647	0.108646	0.120529	 	 1	0	0	
0.224252	0.161619	0.0973695	0.0297605	0.0224435	0.0427803	0.0496884	0.075798	0.0310295	0.0263752	0.0232235	0.0135149	0.0278154	0.0382221	0.0476083	0.041362	0.0399744	0.0309949	0.0205205	0.00703442	0.00516422	0.0097279	0.0133485	0.0272409	0.0160414	0.0223957	0.0294392	0.0314681	0.086167	0.0401577	0.14266	0.197106	 	 1	0	0	
0.0635371	0.0772104	0.036637	0.0128601	0.012194	0.0202384	0.0207237	0.0193008	0.0126526	0.017948	0.0226392	0.0172907	0.0415715	0.0722189	0.105998	0.128894	0.215876	0.105603	0.0652489	0.0156181	0.0115928	0.0207357	0.0222854	0.0223277	0.0204518	0.0279713	0.0332483	0.0372134	0.0878522	0.0278119	0.0753071	0.0430165	 	 1	0	0	
0.0853661	0.101391	0.076576	0.0262272	0.0128371	0.0170384	0.0210363	0.0802563	0.0214424	0.0197845	0.0155	0.00348635	0.00491934	0.0107257	0.0307566	0.0417885	0.0809898	0.0824987	0.0709561	0.0177822	0.00892507	0.0107954	0.0101076	0.0302895	0.012394	0.0274856	0.0198642	0.0196118	0.0573075	0.0109451	0.0379646	0.0532499	 	 1	0	0	
0.0370052	0.0392164	0.00642534	0.00162782	0.00191467	0.00270755	0.00468944	0.0195785	0.00760889	0.0113757	0.0121213	0.00489201	0.00986428	0.0168223	0.0320248	0.0630111	0.0604391	0.0268661	0.0183442	0.00568066	0.00361806	0.00586523	0.00860045	0.0243047	0.00558498	0.0101147	0.00644639	0.0187306	0.0596673	0.0105109	0.0398949	0.0552618	 	 1	0	0	
0.0509527	0.0608074	0.022363	0.00712317	0.00664958	0.0134578	0.0222199	0.107078	0.0366842	0.0311841	0.0571059	0.0269675	0.0410558	0.0517424	0.0663321	0.0896178	0.0727863	0.0440508	0.0268743	0.00760162	0.00506246	0.010736	0.0156362	0.0853977	0.0138159	0.0161978	0.0146162	0.0220082	0.0619049	0.0129981	0.0400853	0.0410372	 	 1	0	0	
0.0634735	0.0705648	0.0242109	0.0050194	0.00379991	0.00384075	0.00480797	0.0122647	0.00561416	0.0114326	0.0167562	0.0139791	0.0237443	0.0338952	0.039545	0.0299507	0.0294718	0.0203487	0.0103591	0.00160913	0.000969112	0.00165637	0.00220309	0.00261911	0.00406369	0.00759624	0.0135422	0.0288311	0.0868778	0.0218452	0.0542755	0.0642248	 	 1	0	0	
